Frequency ranking,Lexeme,Standard Orthography (in newspapers),Standard Reading (in Hiragana),Meaning
5404,取り巻く,取り巻く,とりまく,
5418,突き出す,突出す,つきだす,
5435,脅す,脅す,おどす,
5445,着せる,着せる,きせる,
5445,くっ付く,くっ付く,くっつく,
5445,仰ぐ,仰ぐ,あおぐ,
5445,誓う,誓う,ちかう,
5445,脅かす,脅かす,おびやかす,
5466,正す,正す,ただす,
5476,癒す,癒す,いやす,
5483,言い聞かせる,言い聞かせる,いいきかせる,
5483,汲む,くむ,くむ,
5483,打ち出す,打ち出す,うちだす,
5495,組み込む,組み込む,くみこむ,
5510,感じ取る,感じとる,かんじとる,
5510,逸らす,そらす,そらす,
5522,余る,余る,あまる,
5546,俟つ,まつ,ます,
5573,慰める,慰める,なぐさめる,
5592,引っ越す,引っ越す,ひっこす,
5602,枯れる,枯れる,かれる,
5602,極める,極める,きわめる,
5640,歪む,ゆがむ,ゆがむ,
5651,冷える,冷える,ひえる,
5651,燃やす,燃やす,もやす,
5651,からかう,からかう,からかう,
5660,広まる,広まる,ひろまる,
5671,塞ぐ,ふさぐ,ふさぐ,
5682,言い切る,言い切る,いいきる,
5682,担ぐ,かつぐ,かつぐ,
5695,凝らす,こらす,こらす,
5705,心得る,心得る,こころえる,
5726,賭ける,賭ける,かける,
5737,ずれる,ずれる,ずれる,
5737,戸惑う,戸惑う,とまどう,
5737,弾む,弾む,はずむ,
5737,募る,募る,つのる,
5737,握り締める,握りしめる,にぎりしめる,
5752,着ける,着ける,つける,
5752,揚げる,揚げる,あげる,
5752,垂れる,垂れる,たれる,
5762,荒れる,荒れる,あれる,
5762,埋まる,埋まる,うまる,
5775,聞き取る,聞き取る,ききとる,
5775,滲む,にじむ,にじむ,
5785,催す,催す,もよおす,
5830,瞑る,つむる,つぶる,
5830,付する,付する,ふする,
5844,切り離す,切り離す,きりはなす,
5856,追い詰める,追い詰める,おいつめる,
5856,帰す,帰す,きする,
5873,持ち帰る,持ち帰る,もちかえる,
5886,写す,写す,うつす,
5886,秘める,秘める,ひめる,
5900,湿る,湿る,しめる,
5900,例える,たとえる,たとえる,
5914,替える,替える,かえる,
5914,引き付ける,引きつける,ひきつける,
5914,纏う,まとう,まとう,
5914,昇る,昇る,のぼる,
5926,操る,操る,あやつる,
5938,竦める,すくめる,すくめる,
5948,揉む,揉む,もむ,
5948,逆らう,逆らう,さからう,
5961,裂く,裂く,さく,
5973,張り付ける,張り付ける,はりつける,
5986,収まる,収まる,おさまる,
5986,ごまかす,ごまかす,ごまかす,
5986,敵う,かなう,かなう,
5986,通り過ぎる,通り過ぎる,とおりすぎる,
6016,差し上げる,差し上げる,さしあげる,
6016,染まる,染まる,そまる,
6016,励む,励む,はげむ,
6031,申し込む,申し込む,もうしこむ,
6031,近寄る,近寄る,ちかよる,
6031,損なう,損なう,そこなう,
6049,憧れる,あこがれる,あこがれる,
6049,隔てる,隔てる,へだてる,
6065,親しむ,親しむ,したしむ,
6080,儲かる,もうかる,もうかる,
6080,舞う,舞う,まう,
6093,吠える,ほえる,ほえる,
6093,顰める,しかめる,しかめる,
6093,候う,候う,そうろう,
6103,妨げる,妨げる,さまたげる,
6120,立ち寄る,立ち寄る,たちよる,
6120,来たる,来たる,きたる,
6133,倣う,倣う,ならう,
6156,破れる,破れる,やぶれる,
6156,切り出す,切り出す,きりだす,
6156,恨む,恨む,うらむ,
6156,唸る,うなる,うなる,
6173,煽る,あおる,あおる,
6173,抜け出す,抜け出す,ぬけだす,
6173,押し込む,押し込む,おしこむ,
6191,装う,装う,よそおう,
6191,腰掛ける,腰かける,こしかける,
6209,浸る,浸る,ひたる,
6209,引き寄せる,引き寄せる,ひきよせる,
6221,問い合わせる,問い合わせる,といあわせる,
6221,振り回す,振り回す,ふりまわす,
6221,覚ます,覚ます,さます,
6221,澄む,澄む,すむ,
6234,着替える,着替える,きかえる,
6234,制する,制する,せいする,
6243,見知る,見知る,みしる,
6243,介する,介する,かいする,
6243,置き換える,置き換える,おきかえる,
6265,食らう,食らう,くらう,
6265,閉じ込める,閉じ込める,とじこめる,
6265,掴まえる,捕まえる,つかまえる,
6281,報ずる,報ずる,ほうずる,
6290,足す,足す,たす,
6302,起き上がる,起き上がる,おきあがる,
6313,惜しむ,惜しむ,おしむ,
6331,取り掛かる,取りかかる,とりかかる,
6347,暮れる,暮れる,くれる,
6347,交える,交える,まじえる,
6347,駆ける,かける,かける,
6363,怠る,怠る,おこたる,
6376,嗅ぐ,かぐ,かぐ,
6376,取り囲む,取り囲む,とりかこむ,
6376,衰える,衰える,おとろえる,
6376,仕上げる,仕上げる,しあげる,
6401,滅ぼす,滅ぼす,ほろぼす,
6414,出向く,出向く,でむく,
6414,寄越す,よこす,よこす,
6438,積み上げる,積み上げる,つみあげる,
6449,敗れる,敗れる,やぶれる,
6449,滅びる,滅びる,ほろびる,
6449,蓄える,蓄える,たくわえる,
6463,縫う,縫う,ぬう,
6463,嵌める,はめる,はめる,
6463,考え込む,考え込む,かんがえこむ,
6482,緩める,緩める,ゆるめる,
6520,追い出す,追い出す,おいだす,
6520,止す,止す,よす,
6535,見分ける,見分ける,みわける,
6535,踏み出す,踏み出す,ふみだす,
6535,問い掛ける,問いかける,といかける,
6535,送り出す,送り出す,おくりだす,
6535,先立つ,先立つ,さきだつ,
6556,立ち去る,立ち去る,たちさる,
6556,奉る,奉る,たてまつる,
6571,吹き出す,吹き出す,ふきだす,
6584,汚す,汚す,よごす,
6584,解ける,解ける,とける,
6584,取り消す,取り消す,とりけす,
6584,引き続く,引き続く,ひきつづく,
6602,申し出る,申し出る,もうしでる,
6602,見極める,見極める,みきわめる,
6602,見合わせる,見合わせる,みあわせる,
6625,知らす,知らす,しらす,
6645,啜る,すする,すする,
6645,睨み付ける,にらみつける,にらみつける,
6661,費やす,費やす,ついやす,
6661,向かい合う,向かい合う,むかいあう,
6661,強まる,強まる,つよまる,
6685,歪める,ゆがめる,ゆがめる,
6685,呈する,呈する,ていする,
6735,挑む,挑む,いどむ,
6758,転ぶ,転ぶ,ころぶ,
6758,教わる,教わる,おそわる,
6789,しがみ付く,しがみつく,しがみつく,
6823,投げ出す,投げ出す,なげだす,
6823,召す,召す,めす,
6823,捩る,もじる,もじる,
6859,取り付く,とりつく,とりつく,
6859,遠ざかる,遠ざかる,とおざかる,
6859,突き付ける,突きつける,つきつける,
6878,跨がる,またがる,またがる,
6878,連なる,連なる,つらなる,
6878,俯く,うつむく,うつむく,
6901,凍る,凍る,こおる,
6901,手渡す,手渡す,てわたす,
6901,悲しむ,悲しむ,かなしむ,
6918,緩む,緩む,ゆるむ,
6918,降ろす,降ろす,おろす,
6938,組み立てる,組み立てる,くみたてる,
6973,好く,好く,よい,
6973,丸める,丸める,まるめる,
6973,立ち上る,立ちのぼる,たちのぼる,
7009,練る,練る,ねる,
7009,見込む,見込む,みこむ,
7030,薄れる,薄れる,うすれる,
7030,横切る,横切る,よこぎる,
7030,掴まる,捕まる,つかまる,
7030,祝う,祝う,いわう,
7049,受け付ける,受け付ける,うけつける,
7049,際立つ,際立つ,きわだつ,
7069,零す,こぼす,こぼす,
7069,被せる,かぶせる,かぶせる,
7069,見受ける,見受ける,みうける,
7069,放す,放す,はなす,
7069,見舞う,見舞う,みまう,
7069,供する,供する,きょうする,
7095,明かす,明かす,あかす,
7132,曇る,曇る,くもる,
7132,弄る,いじる,いじる,
7132,苦しめる,苦しめる,くるしめる,
7155,捕まえる,捕まえる,つかまえる,
7155,送り込む,送り込む,おくりこむ,
7170,暴れる,暴れる,あばれる,
7170,定まる,定まる,さだまる,
7170,重んずる,重んずる,おもんずる,
7191,請う,請う,こう,
7211,捕まる,捕まる,つかまる,
7225,編む,編む,あむ,
7245,押し寄せる,押し寄せる,おしよせる,
7260,取り替える,取り換える,とりかえる,
7260,垂らす,垂らす,たらす,
7289,遣う,遣う,つかう,
7289,溶かす,溶かす,とかす,
7289,潜り込む,潜り込む,もぐりこむ,
7312,弱る,弱る,よわる,
7312,驚かす,驚かす,おどろかす,
7336,凌ぐ,しのぐ,しのぐ,
7336,決め付ける,決めつける,きめつける,
7336,見失う,見失う,みうしなう,
7382,偲ぶ,しのぶ,しのぶ,
7422,凝る,こる,こる,
7470,剃る,そる,そる,
7470,仕入れる,仕入れる,しいれる,
7489,剥がす,はがす,はがす,
7489,拵える,こしらえる,こしらえる,
7504,見開く,見開く,みひらく,
7504,手掛ける,手がける,てがける,
7504,彫る,彫る,ほる,
7522,案ずる,案ずる,あんずる,
7544,繋げる,つなげる,つなげる,
7544,匂う,におう,におう,
7544,投げ掛ける,投げかける,なげかける,
7544,呻く,うめく,うめく,
7577,途切れる,途切れる,とぎれる,
7597,澄ます,澄ます,すます,
7597,老いる,老いる,おいる,
7597,語り掛ける,語りかける,かたりかける,
7620,思い当たる,思い当たる,おもいあたる,
7643,深まる,深まる,ふかまる,
7665,溜める,ためる,ためる,
7665,捜し出す,探し出す,さがしだす,
7665,夢見る,夢見る,ゆめみる,
7665,踏み切る,踏み切る,ふみきる,
7692,躱す,かわす,かわす,
7692,投ずる,投ずる,とうずる,
7712,瞬く,しばたたく,しばたたく,
7712,発つ,発つ,たつ,
7733,混む,混む,こむ,
7733,吹き込む,吹き込む,ふきこむ,
7753,悩ます,悩ます,なやます,
7753,恥じる,恥じる,はじる,
7753,纏わる,まつわる,まつわる,
7753,聞き返す,聞き返す,ききかえす,
7769,満つ,満つ,みつ,
7769,縋る,すがる,すがる,
7795,差し掛かる,差しかかる,さしかかる,
7821,吊るす,つるす,つるす,
7821,来す,来す,きたす,
7847,閉まる,閉まる,しまる,
7847,ふざける,ふざける,ふざける,
7847,立ち直る,立ち直る,たちなおる,
7847,立ち会う,立ち会う,たちあう,
7847,突き止める,突き止める,つきとめる,
7847,茂る,茂る,しげる,
7847,座り込む,座り込む,すわりこむ,
7847,授ける,授ける,さずける,
7847,育む,はぐくむ,はぐくむ,
7882,勝る,勝る,まさる,
7882,襲い掛かる,襲いかかる,おそいかかる,
7882,栄える,栄える,さかえる,
7908,任ずる,任ずる,にんずる,
7932,走り回る,走り回る,はしりまわる,
7932,照れる,照れる,てれる,
7932,任す,任す,まかす,
7932,流れ込む,流れ込む,ながれこむ,
7932,住まう,住まう,すまう,
7932,成し遂げる,成し遂げる,なしとげる,
7954,待ち受ける,待ち受ける,まちうける,
7954,喘ぐ,あえぐ,あえぐ,
7973,手放す,手放す,てばなす,
7973,撥ねる,はねる,はねる,
7973,競う,競う,きそう,
7973,備わる,備わる,そなわる,
7973,喚く,わめく,わめく,
7973,裏付ける,裏付ける,うらづける,
7998,括る,くくる,くくる,
7998,真似る,まねる,まねる,
7998,賄う,賄う,まかなう,
7998,込み上げる,込み上げる,こみあげる,
7998,冷ます,冷ます,さます,
7998,即する,即する,そくする,
7998,見遣る,見やる,みやる,
8027,付き纏う,つきまとう,つきまとう,
8027,強ばる,こわばる,こわばる,
8052,さ迷う,さまよう,さまよう,
8074,仕立てる,仕立てる,したてる,
8074,偏る,偏る,かたよる,
8074,繰り広げる,繰り広げる,くりひろげる,
8074,宿る,宿る,やどる,
8102,詰め込む,詰め込む,つめこむ,
8102,憚る,はばかる,はばかる,
8102,慕う,慕う,したう,
8102,映し出す,映し出す,うつしだす,
8102,放り出す,放り出す,ほうりだす,
8102,語り合う,語り合う,かたりあう,
8102,飛び上がる,飛び上がる,とびあがる,
8102,働き掛ける,働きかける,はたらきかける,
8102,広める,広める,ひろめる,
8137,腫れる,はれる,はれる,
8137,注ぎ込む,つぎ込む,つぎこむ,
8137,孕む,はらむ,はらむ,
8165,引き抜く,引き抜く,ひきぬく,
8165,背く,背く,そむく,
8193,乗り換える,乗り換える,のりかえる,
8193,張り付く,張り付く,はりつく,
8219,乗り切る,乗り切る,のりきる,
8219,交じる,交じる,まじる,
8245,零れる,こぼれる,こぼれる,
8245,生き延びる,生き延びる,いきのびる,
8245,飛び降りる,飛び降りる,とびおりる,
8245,浸す,浸す,ひたす,
8279,嫁ぐ,嫁ぐ,とつぐ,
8279,追い払う,追い払う,おいはらう,
8279,切り取る,切り取る,きりとる,
8279,行き着く,行き着く,いきつく,
8279,細める,細める,ほそめる,
8314,罵る,ののしる,ののしる,
8341,寛ぐ,くつろぐ,くつろぐ,
8341,諮る,諮る,はかる,
8371,擦れ違う,すれ違う,すれちがう,
8371,顧みる,顧みる,かえりみる,
8400,遣り直す,やり直す,やりなおす,
8400,静める,静める,しずめる,
8424,言い返す,言い返す,いいかえす,
8424,過る,過ぎる,よぎる,
8454,惚れる,ほれる,ほれる,
8454,書き出す,書き出す,かきだす,
8454,揺する,揺する,ゆする,
8481,苛立つ,いらだつ,いらだつ,
8481,綴る,つづる,つづる,
8481,賜わる,賜わる,たまわる,
8481,欲する,欲する,ほっする,
8515,溺れる,溺れる,おぼれる,
8515,佇む,たたずむ,たたずむ,
8515,乱す,乱す,みだす,
8515,葬る,葬る,ほうむる,
8515,執る,執る,とる,
8552,見据える,見据える,みすえる,
8552,思い起こす,思い起こす,おもいおこす,
8585,取り合う,取り合う,とりあう,
8585,投げ付ける,投げつける,なげつける,
